Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used,Network Slice ID,Latenc[...]
TXN3008400720,ACC96801,ACC67913,402.18,Withdrawal,2025-01-17 10:07:00,Failed,False,"35.6895 N, 0.1278 W",Mobile,Slice2,18,169,2975
TXN8954205071,ACC49428,ACC33014,154.78,Transfer,2025-01-17 10:41:00,Success,True,"48.8566 N, 37.6173 W",Mobile,Slice3,7,68,8997
TXN8076969401,ACC81687,ACC75202,762.55,Deposit,2025-01-17 10:34:00,Success,False,"48.8566 N, 2.3522 W",Desktop,Slice3,15,207,3282
TXN5541586171,ACC72546,ACC73085,1196.23,Withdrawal,2025-01-17 10:48:00,Failed,False,"48.8566 N, -74.006 W",Mobile,Slice2,4,72,3997
TXN2415439100,ACC92329,ACC71125,1414.14,Transfer,2025-01-17 10:30:00,Failed,False,"55.7558 N, 37.6173 W",Mobile,Slice2,4,52,9001
TXN4822238918,ACC27604,ACC93416,276.76,Withdrawal,2025-01-17 10:54:00,Failed,True,"55.7558 N, 2.3522 W",Mobile,Slice1,14,101,1771
TXN3884612815,ACC79800,ACC11375,1453.39,Withdrawal,2025-01-17 10:12:00,Failed,False,"40.7128 N, -74.006 W",Mobile,Slice2,13,151,8717
TXN5126223597,ACC49116,ACC36754,826.75,Withdrawal,2025-01-17 10:18:00,Failed,True,"40.7128 N, 2.3522 W",Desktop,Slice2,15,232,2547
TXN7417651729,ACC26106,ACC21043,1371.8,Transfer,2025-01-17 10:09:00,Failed,True,"35.6895 N, 37.6173 W",Mobile,Slice1,8,61,3326
TXN7538176865,ACC40510,ACC11454,604.25,Transfer,2025-01-17 10:56:00,Failed,True,"55.7558 N, 37.6173 W",Mobile,Slice1,5,129,9633
TXN3914566506,ACC45926,ACC76590,979.89,Withdrawal,2025-01-17 10:25:00,Failed,False,"40.7128 N, 2.3522 W",Mobile,Slice2,15,225,7119
TXN6302601632,ACC91042,ACC98945,129.78,Transfer,2025-01-17 10:11:00,Success,True,"51.5074 N, -118.2437 W",Desktop,Slice1,19,106,5199
TXN2088036535,ACC66635,ACC27770,884.55,Transfer,2025-01-17 10:04:00,Failed,True,"51.5074 N, 37.6173 W",Mobile,Slice2,14,228,9368
TXN1675844695,ACC32328,ACC14535,250.27,Transfer,2025-01-17 10:58:00,Failed,False,"40.7128 N, 37.6173 W",Mobile,Slice1,7,109,3285
TXN6661143500,ACC94124,ACC34396,1227.89,Transfer,2025-01-17 10:29:00,Success,False,"34.0522 N, 2.3522 W",Desktop,Slice2,7,70,1222
TXN3325189406,ACC51150,ACC42784,743.4,Transfer,2025-01-17 10:37:00,Failed,False,"51.5074 N, -74.006 W",Desktop,Slice3,11,222,9753
TXN6805586313,ACC13179,ACC18973,852.42,Withdrawal,2025-01-17 10:41:00,Failed,False,"34.0522 N, 2.3522 W",Mobile,Slice3,5,250,3441
TXN2113838138,ACC59845,ACC47976,92.6,Withdrawal,2025-01-17 10:49:00,Success,False,"55.7558 N, 37.6173 W",Desktop,Slice2,7,122,9347
TXN2956253396,ACC98407,ACC76557,499.18,Withdrawal,2025-01-17 10:31:00,Success,True,"55.7558 N, -74.006 W",Mobile,Slice1,19,231,8697
TXN9549826715,ACC39544,ACC52922,910.24,Withdrawal,2025-01-17 10:11:00,Success,False,"35.6895 N, 139.6917 W",Mobile,Slice1,15,243,7286
TXN7131992962,ACC25089,ACC78786,992.8,Withdrawal,2025-01-17 10:43:00,Failed,True,"34.0522 N, 139.6917 W",Desktop,Slice1,11,139,7140
TXN2209185137,ACC97614,ACC48951,793.95,Deposit,2025-01-17 10:55:00,Success,False,"48.8566 N, 2.3522 W",Mobile,Slice1,8,229,4693
TXN2465139688,ACC21498,ACC64106,1483.75,Transfer,2025-01-17 10:03:00,Success,False,"55.7558 N, 0.1278 W",Desktop,Slice1,11,82,1470
TXN4231576514,ACC33069,ACC45185,944.51,Withdrawal,2025-01-17 10:53:00,Failed,True,"34.0522 N, 0.1278 W",Desktop,Slice3,18,228,4036
TXN6050985831,ACC90300,ACC78072,1093.14,Withdrawal,2025-01-17 10:05:00,Failed,False,"35.6895 N, -118.2437 W",Desktop,Slice3,10,224,3581
TXN6614511449,ACC14564,ACC10609,326.66,Withdrawal,2025-01-17 10:41:00,Success,True,"34.0522 N, -74.006 W",Mobile,Slice1,3,161,8229
TXN1408798870,ACC88133,ACC15217,819.69,Transfer,2025-01-17 10:37:00,Failed,False,"48.8566 N, 2.3522 W",Mobile,Slice3,20,135,6830
TXN2483635578,ACC33701,ACC13238,436.83,Withdrawal,2025-01-17 10:36:00,Failed,False,"35.6895 N, 37.6173 W",Mobile,Slice1,7,99,1453
TXN4437479248,ACC45830,ACC66726,480.29,Withdrawal,2025-01-17 10:32:00,Failed,True,"51.5074 N, -118.2437 W",Mobile,Slice2,7,84,3773
TXN1414294833,ACC24121,ACC36934,681.23,Deposit,2025-01-17 10:03:00,Success,False,"48.8566 N, -74.006 W",Desktop,Slice1,14,63,6512
TXN3244921303,ACC69633,ACC88988,434.31,Withdrawal,2025-01-17 10:56:00,Failed,True,"51.5074 N, -74.006 W",Mobile,Slice2,18,67,8452
TXN4585920895,ACC47679,ACC51725,196.41,Deposit,2025-01-17 10:04:00,Failed,False,"34.0522 N, -74.006 W",Desktop,Slice3,12,99,9155
TXN3085164852,ACC74608,ACC33619,144.1,Transfer,2025-01-17 10:49:00,Failed,False,"35.6895 N, -74.006 W",Desktop,Slice2,15,52,6286
TXN4215761542,ACC49303,ACC99378,313.72,Deposit,2025-01-17 10:32:00,Failed,True,"48.8566 N, 139.6917 W",Desktop,Slice1,19,55,7513
TXN2921000330,ACC74920,ACC58633,209.97,Withdrawal,2025-01-17 10:33:00,Success,False,"55.7558 N, 0.1278 W",Mobile,Slice2,10,94,1879
TXN1245169622,ACC91787,ACC54608,879.63,Withdrawal,2025-01-17 10:14:00,Success,True,"34.0522 N, 2.3522 W",Desktop,Slice2,17,240,1874
TXN3864456208,ACC52721,ACC22595,906.98,Withdrawal,2025-01-17 10:58:00,Failed,True,"35.6895 N, 0.1278 W",Mobile,Slice3,10,102,6150
TXN2157994961,ACC60872,ACC56165,1017.3,Deposit,2025-01-17 10:52:00,Failed,True,"35.6895 N, 139.6917 W",Mobile,Slice3,11,100,9988
TXN3293165874,ACC43244,ACC67743,972.39,Withdrawal,2025-01-17 10:44:00,Success,True,"34.0522 N, -118.2437 W",Desktop,Slice3,17,159,1712
TXN2467998038,ACC92520,ACC54323,1436.77,Withdrawal,2025-01-17 11:00:00,Failed,False,"48.8566 N, -118.2437 W",Mobile,Slice1,16,192,5044
TXN4014434434,ACC50922,ACC98669,1094.34,Transfer,2025-01-17 10:55:00,Failed,False,"51.5074 N, -118.2437 W",Mobile,Slice1,4,102,7573
TXN5548725719,ACC49858,ACC26440,1235.27,Deposit,2025-01-17 10:31:00,Success,False,"48.8566 N, 2.3522 W",Mobile,Slice3,9,237,5090
TXN8905996384,ACC15856,ACC12045,737.12,Deposit,2025-01-17 10:46:00,Success,False,"55.7558 N, -74.006 W",Desktop,Slice3,20,190,9034
TXN6478721697,ACC74483,ACC16913,524.38,Deposit,2025-01-17 10:38:00,Success,True,"35.6895 N, -74.006 W",Mobile,Slice1,18,203,3964
TXN4336351484,ACC80523,ACC75671,940.3,Deposit,2025-01-17 10:55:00,Success,True,"35.6895 N, 2.3522 W",Mobile,Slice2,6,214,9857
TXN5262577229,ACC23680,ACC21510,339.18,Deposit,2025-01-17 10:19:00,Failed,False,"55.7558 N, 2.3522 W",Desktop,Slice2,20,123,6922
TXN9214993999,ACC59081,ACC63217,713.85,Withdrawal,2025-01-17 10:38:00,Success,True,"48.8566 N, 37.6173 W",Desktop,Slice1,12,127,6163
TXN6819290771,ACC89817,ACC51611,1069.09,Withdrawal,2025-01-17 10:24:00,Failed,True,"48.8566 N, 139.6917 W",Mobile,Slice2,6,249,9044
TXN6762754838,ACC88574,ACC43420,311.12,Withdrawal,2025-01-17 10:32:00,Success,False,"55.7558 N, 37.6173 W",Desktop,Slice3,17,225,3789
TXN6621010350,ACC62557,ACC33681,1393.36,Transfer,2025-01-17 10:10:00,Success,False,"48.8566 N, 0.1278 W",Desktop,Slice3,8,232,4607
TXN2716831379,ACC36992,ACC58355,412.43,Transfer,2025-01-17 10:18:00,Success,False,"55.7558 N, 2.3522 W",Mobile,Slice1,8,239,9690
TXN4412754237,ACC52000,ACC38394,1246.4,Transfer,2025-01-17 10:55:00,Success,False,"34.0522 N, 139.6917 W",Desktop,Slice2,9,132,8747
TXN9958195472,ACC73496,ACC80439,713.43,Withdrawal,2025-01-17 10:48:00,Failed,True,"51.5074 N, 0.1278 W",Desktop,Slice1,20,243,5761
TXN6513452870,ACC66844,ACC30757,497.06,Deposit,2025-01-17 10:25:00,Failed,True,"40.7128 N, -118.2437 W",Desktop,Slice3,20,113,8985
TXN9430193570,ACC18315,ACC68473,480.26,Deposit,2025-01-17 10:13:00,Failed,True,"40.7128 N, -118.2437 W",Mobile,Slice2,16,201,3332
TXN6154853073,ACC37651,ACC65346,1446.89,Withdrawal,2025-01-17 10:15:00,Failed,True,"55.7558 N, -118.2437 W",Mobile,Slice1,15,83,7612
TXN8166922226,ACC26967,ACC15608,72.36,Withdrawal,2025-01-17 10:19:00,Failed,False,"55.7558 N, 0.1278 W",Mobile,Slice2,20,126,4866
TXN1289142632,ACC66840,ACC46222,1177.64,Transfer,2025-01-17 10:32:00,Success,False,"34.0522 N, -118.2437 W",Desktop,Slice3,14,125,1388
TXN8741905833,ACC67128,ACC77786,1495.01,Transfer,2025-01-17 10:46:00,Success,True,"35.6895 N, 0.1278 W",Mobile,Slice1,14,203,7450
TXN4267987212,ACC31799,ACC80677,235.44,Withdrawal,2025-01-17 10:49:00,Failed,True,"51.5074 N, 0.1278 W",Mobile,Slice3,19,216,7664
TXN2821070438,ACC57649,ACC31216,572.09,Transfer,2025-01-17 10:07:00,Failed,False,"35.6895 N, 0.1278 W",Mobile,Slice3,19,233,4388
TXN1672215014,ACC57995,ACC32223,513.84,Withdrawal,2025-01-17 10:25:00,Success,True,"55.7558 N, 37.6173 W",Mobile,Slice2,20,62,6752
TXN8113502181,ACC67528,ACC13653,899.08,Deposit,2025-01-17 10:09:00,Failed,False,"48.8566 N, 139.6917 W",Desktop,Slice1,10,162,5514
TXN9237255174,ACC54120,ACC50698,765.31,Deposit,2025-01-17 10:13:00,Success,True,"34.0522 N, 0.1278 W",Desktop,Slice3,7,184,6602
... (file truncated for brevity)
